otu	statistic	p.value	parameter	method	C	WM	WMR	p.value.adj
Ruminococcaceae (OTU 72)	34.0233114919355	4.091963785531551e-8	2	Kruskal-Wallis rank sum test	0.020999999999999998	0	0	2.054165820336839e-6
Lachnospiraceae (OTU 73)	33.677289048473966	4.864851639598824e-8	2	Kruskal-Wallis rank sum test	0.0215	0	0	2.2895208028861965e-6
Lachnospiraceae (OTU 51)	33.26629024368	5.974710364681581e-8	2	Kruskal-Wallis rank sum test	0.0465	0	0	2.646445238003077e-6
Ruminococcaceae (OTU 48)	31.409200145849898	1.512094200951699e-7	2	Kruskal-Wallis rank sum test	0.02475	0	0.0015	6.0631075500748854e-6
Lachnospiraceae (OTU 107)	31.185661764705866	1.6909064880686933e-7	2	Kruskal-Wallis rank sum test	0.019749999999999997	0	0	6.0631075500748854e-6
Lachnospiraceae (OTU 129)	31.195285978808748	1.682789211300404e-7	2	Kruskal-Wallis rank sum test	0.00325	0	0	6.0631075500748854e-6
Coriobacteriaceae (OTU 149)	31.384104915200744	1.5311869108092495e-7	2	Kruskal-Wallis rank sum test	0.0032500000000000003	0	0	6.0631075500748854e-6
Oscillibacter (OTU 39)	30.824884507689173	2.0251694926172173e-7	2	Kruskal-Wallis rank sum test	0.02525	0	0	6.418902339988882e-6
Pseudoflavonifractor (OTU 78)	30.80454965482374	2.0458652876458587e-7	2	Kruskal-Wallis rank sum test	0.022	0	0.001	6.418902339988882e-6
Lachnospiraceae (OTU 119)	30.910207939508506	1.940589283250457e-7	2	Kruskal-Wallis rank sum test	0.00925	0	0	6.418902339988882e-6
Lachnospiraceae (OTU 104)	30.24118430468319	2.7115040979411646e-7	2	Kruskal-Wallis rank sum test	0.0075	0	0	8.167050342998789e-6
Lachnospiraceae (OTU 139)	29.337656617071247	4.259992255929477e-7	2	Kruskal-Wallis rank sum test	0.004	0	0	1.2337592956595754e-5
Ruminococcaceae (OTU 50)	29.098089343379996	4.802088748835489e-7	2	Kruskal-Wallis rank sum test	0.0515	0	0	1.279042018608352e-5
Clostridium (OTU 61)	29.04716697604526	4.925925436871475e-7	2	Kruskal-Wallis rank sum test	0.038000000000000006	0	0	1.279042018608352e-5
Lachnospiraceae (OTU 74)	29.060222145088535	4.893875759525173e-7	2	Kruskal-Wallis rank sum test	0.02225	0	0	1.279042018608352e-5
Lachnospiraceae (OTU 31)	28.88067809038629	5.35353240563118e-7	2	Kruskal-Wallis rank sum test	0.10300000000000001	0	0	1.3003902907871864e-5
Ruminococcaceae (OTU 67)	28.886816224679514	5.337127242357475e-7	2	Kruskal-Wallis rank sum test	0.01225	0	0	1.3003902907871864e-5
Ruminococcaceae (OTU 69)	28.736245923280002	5.754445516029927e-7	2	Kruskal-Wallis rank sum test	0.00975	0	0	1.354092960490792e-5
Ruminococcaceae (OTU 113)	28.098086124401913	7.917318606822118e-7	2	Kruskal-Wallis rank sum test	0.01125	0	0	1.753453209099134e-5
Lachnospiraceae (OTU 122)	28.11337177673811	7.857038565358724e-7	2	Kruskal-Wallis rank sum test	0.0055	0	0	1.753453209099134e-5
Ruminococcaceae (OTU 128)	27.832771693344565	9.040457705719543e-7	2	Kruskal-Wallis rank sum test	0.008	0	0	1.944989900687662e-5
Lachnospiraceae (OTU 103)	27.35782119262863	1.1463694650316933e-6	2	Kruskal-Wallis rank sum test	0.00275	0	0	2.3978227976912918e-5
Ruminococcaceae (OTU 75)	27.25159058374426	1.2089053323080723e-6	2	Kruskal-Wallis rank sum test	0.02625	0	5e-4	2.460285716832374e-5
Acetatifactor (OTU 71)	27.111274548779537	1.2967657547330707e-6	2	Kruskal-Wallis rank sum test	0.01375	0	0	2.569643719247374e-5
Ruminococcaceae (OTU 33)	26.81597909163158	1.5030870282901082e-6	2	Kruskal-Wallis rank sum test	0.02725	0	0	2.902114185390901e-5
Bifidobacterium (OTU 38)	26.317170671879175	1.9288524141931183e-6	2	Kruskal-Wallis rank sum test	0.086	2.5e-4	0	3.631064669718545e-5
Oscillibacter (OTU 52)	26.117654717472423	2.131195733052305e-6	2	Kruskal-Wallis rank sum test	0.0065	0	0	3.9141228950936236e-5
Butyricicoccus (OTU 40)	26.025537187465336	2.2316516559839175e-6	2	Kruskal-Wallis rank sum test	0.03275	0	0.0045	4.001032611799738e-5
Lachnospiraceae (OTU 161)	25.893387945330765	2.384087818869801e-6	2	Kruskal-Wallis rank sum test	0.00125	0	0	4.174925878160373e-5
Ruminococcaceae (OTU 228)	25.60796040420705	2.749805978346001e-6	2	Kruskal-Wallis rank sum test	7.5e-4	0	0	4.705917958396679e-5
Lachnospiraceae (OTU 242)	25.25231158408932	3.284960954666335e-6	2	Kruskal-Wallis rank sum test	5e-4	0	0	5.4968346641416674e-5
Bacteria (OTU 124)	25.155761209593326	3.447433196654943e-6	2	Kruskal-Wallis rank sum test	7.5e-4	0	0	5.643298254524288e-5
Lachnospiraceae (OTU 23)	25.041891777977042	3.6494069282299143e-6	2	Kruskal-Wallis rank sum test	0.0685	0	0.007	5.814377095646136e-5
Acetatifactor (OTU 105)	24.96967346938774	3.783592001150872e-6	2	Kruskal-Wallis rank sum test	0.0075	0	0	5.814377095646136e-5
Ruminococcaceae (OTU 144)	24.990671816479427	3.744075221868544e-6	2	Kruskal-Wallis rank sum test	0.002	0	0	5.814377095646136e-5
Lachnospiraceae (OTU 121)	23.57289096697179	7.60697108176464e-6	2	Kruskal-Wallis rank sum test	0.003	0	5e-4	1.1456098449137548e-4
Clostridium (OTU 25)	23.450746334569853	8.086026032601678e-6	2	Kruskal-Wallis rank sum test	0.14150000000000001	0	0	1.1938779612841302e-4
Ruminococcaceae (OTU 81)	22.850413445542614	1.0916810350375222e-5	2	Kruskal-Wallis rank sum test	0.0085	0	0	1.5808381141985657e-4
Lachnospiraceae (OTU 26)	22.72917351330204	1.1599056995462991e-5	2	Kruskal-Wallis rank sum test	0.01175	0	0.029	1.6479414938837042e-4
Lachnospiraceae (OTU 82)	22.461047857789715	1.3263111748635922e-5	2	Kruskal-Wallis rank sum test	0.02	0	0	1.8494672493931202e-4
Clostridiales (OTU 89)	22.31809701492535	1.424579891835184e-5	2	Kruskal-Wallis rank sum test	0.0025	0	0	1.881945015003322e-4
Lachnospiraceae (OTU 117)	22.31809701492535	1.424579891835184e-5	2	Kruskal-Wallis rank sum test	0.0015	0	0	1.881945015003322e-4
Lachnospiraceae (OTU 192)	22.331985065339122	1.4147218400495865e-5	2	Kruskal-Wallis rank sum test	0.0015	0	0	1.881945015003322e-4
Lachnospiraceae (OTU 112)	22.144242575596785	1.5539563724142153e-5	2	Kruskal-Wallis rank sum test	0.003	0	0	2.0174640490136278e-4
Lachnospiraceae (OTU 7)	21.972420048374094	1.6933612191407345e-5	2	Kruskal-Wallis rank sum test	0.5005	0	0.072	2.1611881322253782e-4
Lachnospiraceae (OTU 42)	19.83217696514571	4.937390646301012e-5	2	Kruskal-Wallis rank sum test	0.0035	0	5e-4	6.19642526110777e-4
Lachnospiraceae (OTU 132)	19.625219416689166	5.475676099795722e-5	2	Kruskal-Wallis rank sum test	7.5e-4	0	0	6.759318201878981e-4
Lachnospiraceae (OTU 171)	19.583632604200663	5.590726052326409e-5	2	Kruskal-Wallis rank sum test	0.00275	0	0	6.790026963551268e-4
Lactobacillus (OTU 9)	19.385246006647034	6.173725482692251e-5	2	Kruskal-Wallis rank sum test	0.38025	0.09075	0.007	7.341621394110794e-4
Lachnospiraceae (OTU 59)	19.363925599608436	6.239890693533743e-5	2	Kruskal-Wallis rank sum test	0.0052499999999999995	0	0	7.341621394110794e-4
Lachnospiraceae (OTU 83)	18.563360014389772	9.31145588581098e-5	2	Kruskal-Wallis rank sum test	0.005	0	0	0.0010786963510793334
Enterobacteriaceae (OTU 3)	18.355801541806688	1.0329715008893371e-4	2	Kruskal-Wallis rank sum test	0.3855	1.0285000000000002	0.002	0.0011785265760146527
Lachnospiraceae (OTU 163)	18.063044069640885	1.1958034913716825e-4	2	Kruskal-Wallis rank sum test	0.001	0	0	0.0013439403417953388
Oscillibacter (OTU 115)	17.880258596458333	1.310240979021226e-4	2	Kruskal-Wallis rank sum test	0.001	0	0	0.0014508992017690928
Lachnospiraceae (OTU 45)	17.845024574530488	1.333528030559289e-4	2	Kruskal-Wallis rank sum test	0.006999999999999999	0	0.0015	0.0014552849376973111
Lachnospiraceae (OTU 70)	17.811200557479697	1.3562724528092592e-4	2	Kruskal-Wallis rank sum test	0.003	0	0	0.0014589616528076746
Clostridiales (OTU 94)	17.739123341309533	1.406042051182547e-4	2	Kruskal-Wallis rank sum test	0.00475	0	0	0.0014911967106203633
Lachnospiraceae (OTU 47)	17.689744306273578	1.4411886418720275e-4	2	Kruskal-Wallis rank sum test	0.0015	0	0.005	0.0015072431212911621
Clostridium (OTU 204)	17.03099510603588	2.0033941536119545e-4	2	Kruskal-Wallis rank sum test	2.5e-4	0	0	0.0020665147913284956
Lachnospiraceae (OTU 86)	16.990095548823156	2.044784893816738e-4	2	Kruskal-Wallis rank sum test	0.009250000000000001	0	0.0045	0.002080706790600005
Lachnospiraceae (OTU 88)	16.90805312984576	2.1304086314091758e-4	2	Kruskal-Wallis rank sum test	0.01075	0	0	0.0020833736356507915
Lachnospiraceae (OTU 135)	16.932270916334726	2.1047672981129904e-4	2	Kruskal-Wallis rank sum test	0	0	0	0.0020833736356507915
Firmicutes (OTU 164)	16.946221392518815	2.090137128855161e-4	2	Kruskal-Wallis rank sum test	5e-4	0	0	0.0020833736356507915
Coriobacteriaceae (OTU 185)	16.536718002262248	2.56505871922237e-4	2	Kruskal-Wallis rank sum test	0.00125	0	0	0.0024762682250954416
Lachnospiraceae (OTU 63)	16.397121288586078	2.750491787981296e-4	2	Kruskal-Wallis rank sum test	0.001	0	0	0.0026216712865188806
Lachnospiraceae (OTU 15)	16.27712562158637	2.9205663740370985e-4	2	Kruskal-Wallis rank sum test	0.09375	0	0.015	0.002733028860453726
Lachnospiraceae (OTU 183)	16.26392177045806	2.939911523197235e-4	2	Kruskal-Wallis rank sum test	7.5e-4	0	0	0.002733028860453726
unknown (OTU 120)	15.17229682473071	5.074317126962651e-4	2	Kruskal-Wallis rank sum test	0.0022500000000000003	0.003	0	0.004659708288540093
Lachnospiraceae (OTU 143)	15.034090909090892	5.437366897153259e-4	2	Kruskal-Wallis rank sum test	7.5e-4	0	0	0.004932936474164342
Lactobacillus (OTU 12)	14.906956897562111	5.794226108586915e-4	2	Kruskal-Wallis rank sum test	0.15250000000000002	0.041249999999999995	0.011	0.005194109833054699
Acetatifactor (OTU 145)	14.881859382655536	5.867394573151939e-4	2	Kruskal-Wallis rank sum test	5e-4	0	0	0.00519782131009813
Porphyromonadaceae (OTU 4)	14.728435537495415	6.335207724605358e-4	2	Kruskal-Wallis rank sum test	0.002	2.5e-4	0	0.005546990019334692
Lachnospiraceae (OTU 138)	14.557015728476857	6.902146897256733e-4	2	Kruskal-Wallis rank sum test	0	0	0	0.0059060416064026355
Ruminococcaceae (OTU 194)	14.55942622950823	6.893833092264756e-4	2	Kruskal-Wallis rank sum test	0	0	0	0.0059060416064026355
Lactobacillus (OTU 19)	14.431430020804022	7.349449126012998e-4	2	Kruskal-Wallis rank sum test	0.10775	0.035250000000000004	0.005	0.006149256057710134
Enterorhabdus (OTU 93)	14.431359456352675	7.34970843551012e-4	2	Kruskal-Wallis rank sum test	0.00625	0.0022500000000000003	0	0.006149256057710134
Bacteria (OTU 64)	14.293613286524428	7.873744384128293e-4	2	Kruskal-Wallis rank sum test	2.5e-4	0	0	0.006515307166207259
Lachnospiraceae (OTU 87)	14.242759396382038	8.07651666517623e-4	2	Kruskal-Wallis rank sum test	7.5e-4	0	0	0.006610453313997502
Lachnospiraceae (OTU 43)	14.216019179958902	8.185225673167212e-4	2	Kruskal-Wallis rank sum test	7.5e-4	0	0	0.006627392399887001
Lachnospiraceae (OTU 126)	14.098050695514656	8.682547915227047e-4	2	Kruskal-Wallis rank sum test	0	0	5e-4	0.006955275085282943
Acetatifactor (OTU 111)	14.043855337078622	8.921041531858792e-4	2	Kruskal-Wallis rank sum test	5e-4	0	0	0.0070710992352522855
Akkermansia (OTU 173)	13.612246837976297	0.0011069758746010021	2	Kruskal-Wallis rank sum test	0.002	0	0	0.00868284201640161
Lachnospiraceae (OTU 17)	13.53750248032275	0.0011491287411192505	2	Kruskal-Wallis rank sum test	0.14600000000000002	0.05675	0.003	0.008920556103740162
Lachnospiraceae (OTU 34)	13.289489671931928	0.0013008403035771204	2	Kruskal-Wallis rank sum test	0	0	0.0035	0.009995232128505834
Bacteroides (OTU 1)	12.857542819499344	0.0016144330933036545	2	Kruskal-Wallis rank sum test	0.02425	3.746	1.1585	0.012279475952097494
Lachnospiraceae (OTU 156)	12.736892994581552	0.0017148211366687688	2	Kruskal-Wallis rank sum test	0.00125	0	0	0.01291260315911583
Clostridium (OTU 148)	12.188207547169792	0.0022561312393109562	2	Kruskal-Wallis rank sum test	0	0	0	0.01602704550189764
Lachnospiraceae (OTU 189)	12.188207547169792	0.0022561312393109562	2	Kruskal-Wallis rank sum test	0	0	0	0.01602704550189764
Clostridiales (OTU 196)	12.199716713881	0.0022431854286317616	2	Kruskal-Wallis rank sum test	0	0	0	0.01602704550189764
Ruminococcaceae (OTU 217)	12.192808607021497	0.0022509469075199656	2	Kruskal-Wallis rank sum test	0	0	0	0.01602704550189764
Clostridiales (OTU 252)	12.190507642951479	0.0022535380717569717	2	Kruskal-Wallis rank sum test	0	0	0	0.01602704550189764
Ruminococcaceae (OTU 395)	12.269230769230749	0.0021665583493297325	2	Kruskal-Wallis rank sum test	0	0	0	0.01602704550189764
Lachnospiraceae (OTU 30)	11.834679722562235	0.0026923526910345064	2	Kruskal-Wallis rank sum test	2.5e-4	0	0.0095	0.018947117535971805
Peptostreptococcaceae (OTU 18)	11.801659137713418	0.002737173203023158	2	Kruskal-Wallis rank sum test	0.004	0.05	0	0.01908417983218924
Lachnospiraceae (OTU 22)	11.747137529191269	0.0028128171184091146	2	Kruskal-Wallis rank sum test	0.00825	0	0.0145	0.019431663212495995
Erysipelotrichaceae (OTU 123)	10.850891113281259	0.00440310389251112	2	Kruskal-Wallis rank sum test	0.0034999999999999996	0.0015	0	0.03014124755509885
Lachnospiraceae (OTU 58)	10.822317813765178	0.004466460998423361	2	Kruskal-Wallis rank sum test	0	0	0	0.030299505692007126
Lachnospiraceae (OTU 77)	10.134641236766921	0.006299275713004943	2	Kruskal-Wallis rank sum test	0.0022500000000000003	0	0.0065	0.04235138046332788
Clostridiales (OTU 174)	10.017689530685965	0.006678614218046979	2	Kruskal-Wallis rank sum test	7.5e-4	0	0	0.044504393860082966
Anaeroplasma (OTU 95)	9.92464048672563	0.0069966749958876705	2	Kruskal-Wallis rank sum test	0	0	0	0.044648273490706915
Lachnospiraceae (OTU 141)	9.92464048672563	0.0069966749958876705	2	Kruskal-Wallis rank sum test	0	0	0	0.044648273490706915
Clostridiales (OTU 158)	9.92464048672563	0.0069966749958876705	2	Kruskal-Wallis rank sum test	0	0	0	0.044648273490706915
Lachnospiraceae (OTU 376)	9.968749999999968	0.006844054224899708	2	Kruskal-Wallis rank sum test	0	0	0	0.044648273490706915
Ruminococcaceae (OTU 417)	9.968749999999968	0.006844054224899708	2	Kruskal-Wallis rank sum test	0	0	0	0.044648273490706915
Lachnospiraceae (OTU 140)	9.903582812222506	0.007070731026035009	2	Kruskal-Wallis rank sum test	0	0.0022500000000000003	0	0.04474168455970051
Lachnospiraceae (OTU 155)	9.714300496688734	0.0077726023465210245	2	Kruskal-Wallis rank sum test	0	0	0	0.048303308672627276
Lachnospiraceae (OTU 222)	9.700598802395143	0.007826034074449572	2	Kruskal-Wallis rank sum test	0	0	0	0.048303308672627276
Lachnospiraceae (OTU 249)	9.704016913319169	0.007812670371076661	2	Kruskal-Wallis rank sum test	0	0	0	0.048303308672627276
Lachnospiraceae (OTU 179)	9.61771523178807	0.008157173001768676	2	Kruskal-Wallis rank sum test	0	0	0	0.0499378152059497
Akkermansia (OTU 2)	9.506657589798786	0.00862294336529256	2	Kruskal-Wallis rank sum test	5.203250000000001	0.05375	0.1215	0.052363518984397554
Lachnospiraceae (OTU 181)	9.385386487426153	0.009161977459716648	2	Kruskal-Wallis rank sum test	5e-4	0	0	0.05519175221733309
Akkermansia (OTU 351)	9.215596160944973	0.009973755554076699	2	Kruskal-Wallis rank sum test	0	0	0	0.05960506295412503
Lachnospiraceae (OTU 177)	9.04730683506686	0.010849314100546292	2	Kruskal-Wallis rank sum test	0	0	0	0.06432703557253037
Lachnospiraceae (OTU 221)	9.000000000000064	0.01110899653824195	2	Kruskal-Wallis rank sum test	0	0	0	0.06535214369762647
Dorea (OTU 142)	8.93609435340257	0.011469692277098844	2	Kruskal-Wallis rank sum test	0	0.001	0	0.06695099445469326
Acetatifactor (OTU 165)	8.72715132418034	0.01273277804410695	2	Kruskal-Wallis rank sum test	0	0	5e-4	0.07375216820932717
Lachnospiraceae (OTU 207)	8.631037482273024	0.013359617505163483	2	Kruskal-Wallis rank sum test	0	0	0	0.0767923052014359
Erysipelotrichaceae (OTU 20)	8.467277177582718	0.014499536598486637	2	Kruskal-Wallis rank sum test	7.5e-4	0.012	0.009	0.0827132655959124
Clostridiales (OTU 110)	8.323012565314748	0.015584066223173416	2	Kruskal-Wallis rank sum test	0	0	0	0.08823159297781641
Anaerotruncus (OTU 355)	8.249999999999964	0.016163494588166162	2	Kruskal-Wallis rank sum test	0	0	0	0.09082918973797852
Lachnospiraceae (OTU 14)	8.08501987413048	0.017553359251144783	2	Kruskal-Wallis rank sum test	0.14400000000000002	0.07225000000000001	0.007	0.09790873715638534
Porphyromonadaceae (OTU 24)	7.761557177615596	0.020634752938000742	2	Kruskal-Wallis rank sum test	0	0	0	0.11019836143485502
Ruminococcaceae (OTU 272)	7.761557177615596	0.020634752938000742	2	Kruskal-Wallis rank sum test	0	0	0	0.11019836143485502
Clostridiales (OTU 274)	7.761557177615596	0.020634752938000742	2	Kruskal-Wallis rank sum test	0	0	0	0.11019836143485502
Ruminococcaceae (OTU 340)	7.767857142857167	0.020569856090493707	2	Kruskal-Wallis rank sum test	0	0	0	0.11019836143485502
Lachnospiraceae (OTU 378)	7.767857142857167	0.020569856090493707	2	Kruskal-Wallis rank sum test	0	0	0	0.11019836143485502
Lachnospiraceae (OTU 465)	7.780487804878073	0.020440359976253084	2	Kruskal-Wallis rank sum test	0	0	0	0.11019836143485502
Lachnospiraceae (OTU 133)	7.7158674980227575	0.02111157630266231	2	Kruskal-Wallis rank sum test	0	0	0	0.1118215121649893
unknown (OTU 224)	7.704143835616436	0.021235692217255603	2	Kruskal-Wallis rank sum test	2.5e-4	0	0	0.1118215121649893
Lachnospiraceae (OTU 91)	7.502366926469679	0.02348992993123093	2	Kruskal-Wallis rank sum test	0	0	0	0.1228327585987284
Clostridiales (OTU 56)	7.083603759714269	0.028961095624077296	2	Kruskal-Wallis rank sum test	0	0	0	0.1503979655512428
Lachnospiraceae (OTU 182)	6.825470192240957	0.03295095299081914	2	Kruskal-Wallis rank sum test	0	0	0	0.16994566850744391
Lachnospiraceae (OTU 96)	6.75567254931039	0.0341212038329587	2	Kruskal-Wallis rank sum test	0	0	0	0.17243803010884495
Lachnospiraceae (OTU 137)	6.78058912386715	0.033698749068778906	2	Kruskal-Wallis rank sum test	0	0	0	0.17243803010884495
Lachnospiraceae (OTU 197)	6.765103170643806	0.033960690489111864	2	Kruskal-Wallis rank sum test	0	0	0	0.17243803010884495
Lachnospiraceae (OTU 100)	6.700077791446555	0.03508298949605537	2	Kruskal-Wallis rank sum test	0.00125	0.001	0	0.17611660727019796
Lachnospiraceae (OTU 46)	6.621622649836021	0.0364865592871654	2	Kruskal-Wallis rank sum test	5e-4	0.0155	0.0035	0.18194953074990428
Lachnospiraceae (OTU 109)	6.3670299889812085	0.04143973837105614	2	Kruskal-Wallis rank sum test	0.00425	0.001	0.001	0.194570984270082
Lachnospiraceae (OTU 180)	6.351811806400249	0.04175625981649308	2	Kruskal-Wallis rank sum test	0	0	0	0.194570984270082
Lachnospiraceae (OTU 200)	6.3255813953488405	0.042307508715667984	2	Kruskal-Wallis rank sum test	0	0	0	0.194570984270082
Lachnospiraceae (OTU 203)	6.322314049586784	0.042376681833059024	2	Kruskal-Wallis rank sum test	0	0	0	0.194570984270082
Lachnospiraceae (OTU 230)	6.432870370370395	0.040097744818741954	2	Kruskal-Wallis rank sum test	0	0	0	0.194570984270082
Erysipelotrichaceae (OTU 277)	6.423357664233561	0.040288918133831425	2	Kruskal-Wallis rank sum test	0	0	0	0.194570984270082
Lachnospiraceae (OTU 294)	6.322314049586784	0.042376681833059024	2	Kruskal-Wallis rank sum test	0	0	0	0.194570984270082
Akkermansia (OTU 303)	6.432870370370395	0.040097744818741954	2	Kruskal-Wallis rank sum test	0	0	0	0.194570984270082
Clostridium (OTU 462)	6.322314049586784	0.042376681833059024	2	Kruskal-Wallis rank sum test	0	0	0	0.194570984270082
Lachnospiraceae (OTU 512)	6.3255813953488405	0.042307508715667984	2	Kruskal-Wallis rank sum test	0	0	0	0.194570984270082
Bacteria (OTU 613)	6.3255813953488405	0.042307508715667984	2	Kruskal-Wallis rank sum test	0	0	0	0.194570984270082
Lachnospiraceae (OTU 753)	6.3255813953488405	0.042307508715667984	2	Kruskal-Wallis rank sum test	0	0	0	0.194570984270082
Burkholderiales (OTU 846)	6.3255813953488405	0.042307508715667984	2	Kruskal-Wallis rank sum test	0	0	0	0.194570984270082
Akkermansia (OTU 205)	5.982145158380366	0.050233528381085815	2	Kruskal-Wallis rank sum test	0	0	0	0.22924755679368253
Veillonella (OTU 243)	5.884018759018759	0.052759608080319105	2	Kruskal-Wallis rank sum test	2.5e-4	0	0	0.23932521014747157
Enterobacteriaceae (OTU 209)	5.843877336693978	0.05382922905561338	2	Kruskal-Wallis rank sum test	0	0	5e-4	0.2420446400689678
Lachnospiraceae (OTU 233)	5.690406976744251	0.05812243829603408	2	Kruskal-Wallis rank sum test	0	0	0	0.2420446400689678
Acetatifactor (OTU 241)	5.68840260655167	0.058180716935568616	2	Kruskal-Wallis rank sum test	0	0	0	0.2420446400689678
Coriobacteriaceae (OTU 245)	5.692725306084886	0.058055103852402264	2	Kruskal-Wallis rank sum test	0	0	0	0.2420446400689678
Clostridiales (OTU 318)	5.68840260655167	0.058180716935568616	2	Kruskal-Wallis rank sum test	0	0	0	0.2420446400689678
Lachnospiraceae (OTU 368)	5.690406976744251	0.05812243829603408	2	Kruskal-Wallis rank sum test	0	0	0	0.2420446400689678
Lachnospiraceae (OTU 435)	5.696428571428637	0.05794770658616822	2	Kruskal-Wallis rank sum test	0	0	0	0.2420446400689678
Lachnospiraceae (OTU 442)	5.696428571428637	0.05794770658616822	2	Kruskal-Wallis rank sum test	0	0	0	0.2420446400689678
Lachnospiraceae (OTU 451)	5.68840260655167	0.058180716935568616	2	Kruskal-Wallis rank sum test	0	0	0	0.2420446400689678
Lachnospiraceae (OTU 471)	5.690406976744251	0.05812243829603408	2	Kruskal-Wallis rank sum test	0	0	0	0.2420446400689678
Lachnospiraceae (OTU 501)	5.690406976744251	0.05812243829603408	2	Kruskal-Wallis rank sum test	0	0	0	0.2420446400689678
Lachnospiraceae (OTU 503)	5.696428571428637	0.05794770658616822	2	Kruskal-Wallis rank sum test	0	0	0	0.2420446400689678
Bifidobacterium (OTU 514)	5.690406976744251	0.05812243829603408	2	Kruskal-Wallis rank sum test	0	0	0	0.2420446400689678
Ruminococcaceae (OTU 517)	5.696428571428637	0.05794770658616822	2	Kruskal-Wallis rank sum test	0	0	0	0.2420446400689678
Lachnospiraceae (OTU 654)	5.696428571428637	0.05794770658616822	2	Kruskal-Wallis rank sum test	0	0	0	0.2420446400689678
Akkermansia (OTU 283)	5.644260115432235	0.05947911373521622	2	Kruskal-Wallis rank sum test	0	0	0	0.24608666287152647
Akkermansia (OTU 255)	5.365073119867378	0.06838945999048211	2	Kruskal-Wallis rank sum test	0	0	0	0.2814058107805084
Firmicutes (OTU 150)	5.277999016715843	0.071432701637787	2	Kruskal-Wallis rank sum test	0	0	0	0.29233056702855226
Ruminococcaceae (OTU 151)	5.176921862718584	0.07513558997324252	2	Kruskal-Wallis rank sum test	0	0	0	0.305822158107306
Lachnospiraceae (OTU 263)	5.0249661246612645	0.08106669546378943	2	Kruskal-Wallis rank sum test	0	0	0	0.3281893638937282
Lachnospiraceae (OTU 37)	5.001762121143944	0.08201270861867395	2	Kruskal-Wallis rank sum test	0	0	0	0.33024368764631806
Lachnospiraceae (OTU 157)	4.982264150943498	0.08281615934410064	2	Kruskal-Wallis rank sum test	0	0	0	0.3317051488622754
Porphyromonadaceae (OTU 11)	4.873903301886812	0.08742695354125726	2	Kruskal-Wallis rank sum test	0	0	0	0.34832008474373927
Lachnospiraceae (OTU 193)	4.7930351075877615	0.09103442440866466	2	Kruskal-Wallis rank sum test	0	0	0	0.36078379778802366
Akkermansia (OTU 338)	4.7642579470523945	0.0923537493762769	2	Kruskal-Wallis rank sum test	0	0	0	0.36409619518500785
Anaerostipes (OTU 160)	4.707643536456461	0.095005378971844745	2	Kruskal-Wallis rank sum test	0	0	0	0.3649951549275464
Lachnospiraceae (OTU 293)	4.709302325581355	0.09492661469496887	2	Kruskal-Wallis rank sum test	0	0	0	0.3649951549275464
Lachnospiraceae (OTU 367)	4.709302325581355	0.09492661469496887	2	Kruskal-Wallis rank sum test	0	0	0	0.3649951549275464
Roseburia (OTU 424)	4.7142857142856736	0.09469038101854467	2	Kruskal-Wallis rank sum test	0	0	0	0.3649951549275464
